name,subprogram,srb_num,test_method,export_test_method,combined_values,expected_value
SUT_Crypto_0154,AhsmMacIndexAsync,SRB_Crypto_133、SRB_Crypto_139、SRB_Crypto_140、SRB_Crypto_141、SRB_Crypto_142,Requirements_based_testing,Demand_Analysis,"AhsmMacIndexAsync.pCtx:<<malloc 1>>
AhsmMacIndexAsync.pCtx[0].nFsmState:1
AhsmMacIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmMacIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmMacIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmMacIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmMacIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmMacIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmMacIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmMacIndexAsync.nMacType:0
AhsmMacIndexAsync.nAlg:0
AhsmMacIndexAsync.nIndex:0x0
AhsmMacIndexAsync.nDataLen:512
AhsmMacIndexAsync.ucData:<<malloc 1>>
AhsmMacIndexAsync.pnMacLen:<<malloc 1>>
AhsmMacIndexAsync.ucMac:<<malloc 1>>
AhsmMacIndexAsync.return:0x0
AhsmGetQueueHsmStatus.pnStatus[0]:1
AhsmGetQueuePlainResData.return:0
AhsmMsgParse.return:0
",return:0x0
SUT_Crypto_0176,AhsmRsaPkDecIndexAsync,SRB_Crypto_159,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"Crypto_Drv_PriParaCheck.RetVal[0]:0x31
AhsmRsaPkDecIndexAsync.pCtx:<<null>>
AhsmRsaPkDecIndexAsync.nIndex:0
AhsmRsaPkDecIndexAsync.nLen:0
AhsmRsaPkDecIndexAsync.ucData:<<null>>
AhsmRsaPkDecIndexAsync.pnOutLen:<<null>>
AhsmRsaPkDecIndexAsync.ucOutData:<<null>>
AhsmRsaPkDecIndexAsync.return:0x31
",return:0x31
SUT_Crypto_0177,AhsmRsaPkDecIndexAsync,SRB_Crypto_159,Requirements_based_testing,Demand_Analysis,"AhsmRsaPkDecIndexAsync.pCtx:<<malloc 1>>
AhsmRsaPkDecIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmRsaPkDecIndexAsync.nIndex:0x2B
AhsmRsaPkDecIndexAsync.nLen:64
AhsmRsaPkDecIndexAsync.ucData:<<malloc 1>>
AhsmRsaPkDecIndexAsync.pnOutLen:<<malloc 1>>
AhsmRsaPkDecIndexAsync.ucOutData:<<malloc 1>>
AhsmRsaPkDecIndexAsync.return:0x0
",return:0x0
SUT_Crypto_0178,AhsmRsaPkDecIndexAsync,SRB_Crypto_159,Requirements_based_testing,Demand_Analysis,"AhsmRsaPkDecIndexAsync.pCtx:<<malloc 1>>
AhsmRsaPkDecIndexAsync.pCtx[0].nFsmState:1
AhsmRsaPkDecIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmRsaPkDecIndexAsync.nIndex:0x2B
AhsmRsaPkDecIndexAsync.nLen:64
AhsmRsaPkDecIndexAsync.ucData:<<malloc 1>>
AhsmRsaPkDecIndexAsync.pnOutLen:<<malloc 1>>
AhsmRsaPkDecIndexAsync.ucOutData:<<malloc 1>>
AhsmRsaPkDecIndexAsync.return:0x11
",return:0x11
SUT_Crypto_0179,AhsmRsaPkDecIndexAsync,SRB_Crypto_159,Requirements_based_testing,Demand_Analysis,"AhsmRsaPkDecIndexAsync.pCtx:<<malloc 1>>
AhsmRsaPkDecIndexAsync.pCtx[0].nFsmState:1
AhsmRsaPkDecIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmRsaPkDecIndexAsync.nIndex:0x2B
AhsmRsaPkDecIndexAsync.nLen:64
AhsmRsaPkDecIndexAsync.ucData:<<malloc 1>>
AhsmRsaPkDecIndexAsync.pnOutLen:<<malloc 1>>
AhsmRsaPkDecIndexAsync.ucOutData:<<malloc 1>>
AhsmRsaPkDecIndexAsync.return:0x0
AhsmGetQueueHsmStatus.pnStatus[0]:2
AhsmGetQueuePlainResData.return:0
AhsmMsgParse.return:0
",return:0x0
SUT_Crypto_0180,AhsmRsaPkDecIndexAsync,SRB_Crypto_159,Requirements_based_testing,Demand_Analysis,"AhsmRsaPkDecIndexAsync.pCtx:<<malloc 1>>
AhsmRsaPkDecIndexAsync.pCtx[0].nFsmState:1
AhsmRsaPkDecIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmRsaPkDecIndexAsync.nIndex:0x2B
AhsmRsaPkDecIndexAsync.nLen:64
AhsmRsaPkDecIndexAsync.ucData:<<malloc 1>>
AhsmRsaPkDecIndexAsync.pnOutLen:<<malloc 1>>
AhsmRsaPkDecIndexAsync.ucOutData:<<malloc 1>>
AhsmRsaPkDecIndexAsync.return:0x33
AhsmGetQueueHsmStatus.pnStatus[0]:2
AhsmGetQueuePlainResData.return:0x33
AhsmMsgParse.return:0x33
",return:0x33
SUT_Crypto_0181,AhsmRsaPkDecIndexAsync,SRB_Crypto_159,Requirements_based_testing,Demand_Analysis,"AhsmRsaPkDecIndexAsync.pCtx:<<malloc 1>>
AhsmRsaPkDecIndexAsync.pCtx[0].nFsmState:2
AhsmRsaPkDecIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmRsaPkDecIndexAsync.nIndex:0x2B
AhsmRsaPkDecIndexAsync.nLen:64
AhsmRsaPkDecIndexAsync.ucData:<<malloc 1>>
AhsmRsaPkDecIndexAsync.pnOutLen:<<malloc 1>>
AhsmRsaPkDecIndexAsync.ucOutData:<<malloc 1>>
AhsmRsaPkDecIndexAsync.return:0x93
AhsmGetQueueHsmStatus.pnStatus[0]:2
AhsmGetQueuePlainResData.return:0
AhsmMsgParse.return:0
",return:0x93
SUT_Crypto_0182,AhsmRsaPkDecIndexAsync,SRB_Crypto_159,Requirements_based_testing,Demand_Analysis,"AhsmRsaPkDecIndexAsync.pCtx:<<malloc 1>>
AhsmRsaPkDecIndexAsync.pCtx[0].nFsmState:1
AhsmRsaPkDecIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmRsaPkDecIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmRsaPkDecIndexAsync.nIndex:0x2B
AhsmRsaPkDecIndexAsync.nLen:64
AhsmRsaPkDecIndexAsync.ucData:<<malloc 1>>
AhsmRsaPkDecIndexAsync.pnOutLen:<<malloc 1>>
AhsmRsaPkDecIndexAsync.ucOutData:<<malloc 1>>
AhsmRsaPkDecIndexAsync.return:0x0
",return:0x0
SUT_Crypto_0187,AhsmRsaPkDecPkcsIndexAsync,SRB_Crypto_153、SRB_Crypto_154、SRB_Crypto_155、SRB_Crypto_156、SRB_Crypto_157、SRB_Crypto_158,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"Crypto_Drv_PriParaCheck.RetVal[0]:0x37
AhsmRsaPkDecPkcsIndexAsync.pCtx:<<null>>
AhsmRsaPkDecPkcsIndexAsync.padding:1
AhsmRsaPkDecPkcsIndexAsync.nModLen:1
AhsmRsaPkDecPkcsIndexAsync.nKeyIndex:0
AhsmRsaPkDecPkcsIndexAsync.nLen:0
AhsmRsaPkDecPkcsIndexAsync.ucData:<<null>>
AhsmRsaPkDecPkcsIndexAsync.pnOutLen:<<null>>
AhsmRsaPkDecPkcsIndexAsync.ucOutData:<<null>>
AhsmRsaPkDecPkcsIndexAsync.return:0x37
",return:0x37
SUT_Crypto_0188,AhsmRsaPkDecPkcsIndexAsync,SRB_Crypto_153、SRB_Crypto_159、SRB_Crypto_160、SRB_Crypto_161、SRB_Crypto_162,Requirements_based_testing,Demand_Analysis,"AhsmRsaPkDecIndexAsync.return:0
AhsmRsaPkDecPkcsIndexAsync.pCtx:<<malloc 1>>
AhsmRsaPkDecPkcsIndexAsync.padding:0
AhsmRsaPkDecPkcsIndexAsync.nModLen:64
AhsmRsaPkDecPkcsIndexAsync.nKeyIndex:0x2B
AhsmRsaPkDecPkcsIndexAsync.nLen:64
AhsmRsaPkDecPkcsIndexAsync.ucData:<<malloc 1>>
AhsmRsaPkDecPkcsIndexAsync.pnOutLen:<<malloc 1>>
AhsmRsaPkDecPkcsIndexAsync.ucOutData:<<malloc 1>>
AhsmRsaPkDecPkcsIndexAsync.return:0x0
",return:0x0
SUT_Crypto_0189,AhsmRsaPkDecPkcsIndexAsync,SRB_Crypto_153、SRB_Crypto_159、SRB_Crypto_160、SRB_Crypto_161、SRB_Crypto_162,Requirements_based_testing,Demand_Analysis,"AhsmRsaPkDecIndexAsync.pnOutLen[0]:2
AhsmRsaPkDecIndexAsync.return:0
AhsmRsaPkDecPkcsIndexAsync.pCtx:<<malloc 1>>
AhsmRsaPkDecPkcsIndexAsync.pCtx[0].nFsmState:2
AhsmRsaPkDecPkcsIndexAsync.padding:0
AhsmRsaPkDecPkcsIndexAsync.nModLen:64
AhsmRsaPkDecPkcsIndexAsync.nKeyIndex:0x2B
AhsmRsaPkDecPkcsIndexAsync.nLen:64
AhsmRsaPkDecPkcsIndexAsync.ucData:<<malloc 1>>
AhsmRsaPkDecPkcsIndexAsync.pnOutLen:<<malloc 1>>
AhsmRsaPkDecPkcsIndexAsync.ucOutData:<<malloc 1>>
AhsmRsaPkDecPkcsIndexAsync.return:0x0
AhsmPkcs1UnPaddingType1.return:0
",return:0x0
SUT_Crypto_0190,AhsmRsaPkDecPkcsIndexAsync,SRB_Crypto_153、SRB_Crypto_159、SRB_Crypto_160、SRB_Crypto_161、SRB_Crypto_162,Requirements_based_testing,Demand_Analysis,"AhsmRsaPkDecIndexAsync.pnOutLen[0]:2
AhsmRsaPkDecIndexAsync.return:0x33
AhsmRsaPkDecPkcsIndexAsync.pCtx:<<malloc 1>>
AhsmRsaPkDecPkcsIndexAsync.pCtx[0].nFsmState:2
AhsmRsaPkDecPkcsIndexAsync.padding:0
AhsmRsaPkDecPkcsIndexAsync.nModLen:64
AhsmRsaPkDecPkcsIndexAsync.nKeyIndex:0x2B
AhsmRsaPkDecPkcsIndexAsync.nLen:64
AhsmRsaPkDecPkcsIndexAsync.ucData:<<malloc 1>>
AhsmRsaPkDecPkcsIndexAsync.pnOutLen:<<malloc 1>>
AhsmRsaPkDecPkcsIndexAsync.ucOutData:<<malloc 1>>
AhsmRsaPkDecPkcsIndexAsync.return:0x33
AhsmPkcs1UnPaddingType1.return:0
",return:0x33
SUT_Crypto_0191,AhsmRsaPkDecPkcsIndexAsync,SRB_Crypto_153、SRB_Crypto_159、SRB_Crypto_160、SRB_Crypto_161、SRB_Crypto_162,Requirements_based_testing,Demand_Analysis,"AhsmRsaPkDecIndexAsync.pnOutLen[0]:1
AhsmRsaPkDecIndexAsync.return:0
AhsmRsaPkDecPkcsIndexAsync.pCtx:<<malloc 1>>
AhsmRsaPkDecPkcsIndexAsync.pCtx[0].nFsmState:2
AhsmRsaPkDecPkcsIndexAsync.padding:0
AhsmRsaPkDecPkcsIndexAsync.nModLen:64
AhsmRsaPkDecPkcsIndexAsync.nKeyIndex:0x2B
AhsmRsaPkDecPkcsIndexAsync.nLen:64
AhsmRsaPkDecPkcsIndexAsync.ucData:<<malloc 1>>
AhsmRsaPkDecPkcsIndexAsync.pnOutLen:<<malloc 1>>
AhsmRsaPkDecPkcsIndexAsync.ucOutData:<<malloc 1>>
AhsmRsaPkDecPkcsIndexAsync.return:0x0
AhsmPkcs1UnPaddingType1.return:0
",return:0x0
SUT_Crypto_0169,AhsmRsaPkEncIndexAsync,SRB_Crypto_169,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"Crypto_Drv_PriParaCheck.RetVal[0]:0x31
AhsmRsaPkEncIndexAsync.pCtx:<<null>>
AhsmRsaPkEncIndexAsync.nIndex:0
AhsmRsaPkEncIndexAsync.nLen:0
AhsmRsaPkEncIndexAsync.ucData:<<null>>
AhsmRsaPkEncIndexAsync.pnOutLen:<<null>>
AhsmRsaPkEncIndexAsync.ucOutData:<<null>>
AhsmRsaPkEncIndexAsync.return:0x31
",return:0x31
SUT_Crypto_0170,AhsmRsaPkEncIndexAsync,SRB_Crypto_169,Requirements_based_testing,Demand_Analysis,"AhsmRsaPkEncIndexAsync.pCtx:<<malloc 1>>
AhsmRsaPkEncIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmRsaPkEncIndexAsync.nIndex:0x2B
AhsmRsaPkEncIndexAsync.nLen:64
AhsmRsaPkEncIndexAsync.ucData:<<malloc 1>>
AhsmRsaPkEncIndexAsync.pnOutLen:<<malloc 1>>
AhsmRsaPkEncIndexAsync.ucOutData:<<malloc 1>>
AhsmRsaPkEncIndexAsync.return:0x0
",return:0x0
SUT_Crypto_0171,AhsmRsaPkEncIndexAsync,SRB_Crypto_169,Requirements_based_testing,Demand_Analysis,"AhsmRsaPkEncIndexAsync.pCtx:<<malloc 1>>
AhsmRsaPkEncIndexAsync.pCtx[0].nFsmState:1
AhsmRsaPkEncIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmRsaPkEncIndexAsync.nIndex:0x2B
AhsmRsaPkEncIndexAsync.nLen:64
AhsmRsaPkEncIndexAsync.ucData:<<malloc 1>>
AhsmRsaPkEncIndexAsync.pnOutLen:<<malloc 1>>
AhsmRsaPkEncIndexAsync.ucOutData:<<malloc 1>>
AhsmRsaPkEncIndexAsync.return:0x11
",return:0x11
SUT_Crypto_0172,AhsmRsaPkEncIndexAsync,SRB_Crypto_169,Requirements_based_testing,Demand_Analysis,"AhsmRsaPkEncIndexAsync.pCtx:<<malloc 1>>
AhsmRsaPkEncIndexAsync.pCtx[0].nFsmState:1
AhsmRsaPkEncIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmRsaPkEncIndexAsync.nIndex:0x2B
AhsmRsaPkEncIndexAsync.nLen:64
AhsmRsaPkEncIndexAsync.ucData:<<malloc 1>>
AhsmRsaPkEncIndexAsync.pnOutLen:<<malloc 1>>
AhsmRsaPkEncIndexAsync.ucOutData:<<malloc 1>>
AhsmRsaPkEncIndexAsync.return:0x0
AhsmGetQueueHsmStatus.pnStatus[0]:2
AhsmGetQueuePlainResData.return:0
AhsmMsgParse.return:0
",return:0x0
SUT_Crypto_0173,AhsmRsaPkEncIndexAsync,SRB_Crypto_169,Requirements_based_testing,Demand_Analysis,"AhsmRsaPkEncIndexAsync.pCtx:<<malloc 1>>
AhsmRsaPkEncIndexAsync.pCtx[0].nFsmState:1
AhsmRsaPkEncIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmRsaPkEncIndexAsync.nIndex:0x2B
AhsmRsaPkEncIndexAsync.nLen:64
AhsmRsaPkEncIndexAsync.ucData:<<malloc 1>>
AhsmRsaPkEncIndexAsync.pnOutLen:<<malloc 1>>
AhsmRsaPkEncIndexAsync.ucOutData:<<malloc 1>>
AhsmRsaPkEncIndexAsync.return:0x33
AhsmGetQueueHsmStatus.pnStatus[0]:2
AhsmGetQueuePlainResData.return:0x33
AhsmMsgParse.return:0x33
",return:0x33
SUT_Crypto_0174,AhsmRsaPkEncIndexAsync,SRB_Crypto_169,Requirements_based_testing,Demand_Analysis,"AhsmRsaPkEncIndexAsync.pCtx:<<malloc 1>>
AhsmRsaPkEncIndexAsync.pCtx[0].nFsmState:2
AhsmRsaPkEncIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmRsaPkEncIndexAsync.nIndex:0x2B
AhsmRsaPkEncIndexAsync.nLen:64
AhsmRsaPkEncIndexAsync.ucData:<<malloc 1>>
AhsmRsaPkEncIndexAsync.pnOutLen:<<malloc 1>>
AhsmRsaPkEncIndexAsync.ucOutData:<<malloc 1>>
AhsmRsaPkEncIndexAsync.return:0x93
AhsmGetQueueHsmStatus.pnStatus[0]:2
AhsmGetQueuePlainResData.return:0
AhsmMsgParse.return:0
",return:0x93
SUT_Crypto_0175,AhsmRsaPkEncIndexAsync,SRB_Crypto_169,Requirements_based_testing,Demand_Analysis,"AhsmRsaPkEncIndexAsync.pCtx:<<malloc 1>>
AhsmRsaPkEncIndexAsync.pCtx[0].nFsmState:1
AhsmRsaPkEncIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmRsaPkEncIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmRsaPkEncIndexAsync.nIndex:0x2B
AhsmRsaPkEncIndexAsync.nLen:64
AhsmRsaPkEncIndexAsync.ucData:<<malloc 1>>
AhsmRsaPkEncIndexAsync.pnOutLen:<<malloc 1>>
AhsmRsaPkEncIndexAsync.ucOutData:<<malloc 1>>
AhsmRsaPkEncIndexAsync.return:0x0
",return:0x0
SUT_Crypto_0192,AhsmRsaPkEncPkcsIndexAsync,SRB_Crypto_163、SRB_Crypto_164、SRB_Crypto_165、SRB_Crypto_166、SRB_Crypto_167、SRB_Crypto_168,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"Crypto_Drv_PriParaCheck.RetVal[0]:0x37
AhsmRsaPkEncPkcsIndexAsync.pCtx:<<null>>
AhsmRsaPkEncPkcsIndexAsync.padding:2
AhsmRsaPkEncPkcsIndexAsync.nModLen:0
AhsmRsaPkEncPkcsIndexAsync.nKeyIndex:0
AhsmRsaPkEncPkcsIndexAsync.nLen:0
AhsmRsaPkEncPkcsIndexAsync.ucData:<<null>>
AhsmRsaPkEncPkcsIndexAsync.pnOutLen:<<null>>
AhsmRsaPkEncPkcsIndexAsync.ucOutData:<<null>>
AhsmRsaPkEncPkcsIndexAsync.return:0x37
",return:0x37
SUT_Crypto_0193,AhsmRsaPkEncPkcsIndexAsync,SRB_Crypto_163、SRB_Crypto_169、SRB_Crypto_170、SRB_Crypto_171、SRB_Crypto_172,Requirements_based_testing,Demand_Analysis,"AhsmRsaPkEncIndexAsync.return:0
AhsmRsaPkEncPkcsIndexAsync.pCtx:<<malloc 1>>
AhsmRsaPkEncPkcsIndexAsync.padding:0
AhsmRsaPkEncPkcsIndexAsync.nModLen:64
AhsmRsaPkEncPkcsIndexAsync.nKeyIndex:0x2B
AhsmRsaPkEncPkcsIndexAsync.nLen:0
AhsmRsaPkEncPkcsIndexAsync.ucData:<<malloc 1>>
AhsmRsaPkEncPkcsIndexAsync.pnOutLen:<<malloc 1>>
AhsmRsaPkEncPkcsIndexAsync.ucOutData:<<malloc 1>>
AhsmRsaPkEncPkcsIndexAsync.return:0x0
AhsmPkcs1PaddingType2.return:0
",return:0x0
SUT_Crypto_0194,AhsmRsaPkEncPkcsIndexAsync,SRB_Crypto_163、SRB_Crypto_169、SRB_Crypto_170、SRB_Crypto_171、SRB_Crypto_172,Requirements_based_testing,Demand_Analysis,"AhsmRsaPkEncIndexAsync.return:0
AhsmRsaPkEncPkcsIndexAsync.pCtx:<<malloc 1>>
AhsmRsaPkEncPkcsIndexAsync.padding:1
AhsmRsaPkEncPkcsIndexAsync.nModLen:64
AhsmRsaPkEncPkcsIndexAsync.nKeyIndex:0x2B
AhsmRsaPkEncPkcsIndexAsync.nLen:0
AhsmRsaPkEncPkcsIndexAsync.ucData:<<malloc 1>>
AhsmRsaPkEncPkcsIndexAsync.pnOutLen:<<malloc 1>>
AhsmRsaPkEncPkcsIndexAsync.ucOutData:<<malloc 1>>
AhsmRsaPkEncPkcsIndexAsync.return:0x33
AhsmPkcsOaepPadding.return:0x33
",return:0x33
SUT_Crypto_0195,AhsmRsaPkEncPkcsIndexAsync,SRB_Crypto_163、SRB_Crypto_169、SRB_Crypto_170、SRB_Crypto_171、SRB_Crypto_172,Requirements_based_testing,Demand_Analysis,"AhsmRsaPkEncIndexAsync.return:0
AhsmRsaPkEncPkcsIndexAsync.pCtx:<<malloc 1>>
AhsmRsaPkEncPkcsIndexAsync.pCtx[0].nFsmState:1
AhsmRsaPkEncPkcsIndexAsync.padding:0
AhsmRsaPkEncPkcsIndexAsync.nModLen:64
AhsmRsaPkEncPkcsIndexAsync.nKeyIndex:0x2B
AhsmRsaPkEncPkcsIndexAsync.nLen:0
AhsmRsaPkEncPkcsIndexAsync.ucData:<<malloc 1>>
AhsmRsaPkEncPkcsIndexAsync.pnOutLen:<<malloc 1>>
AhsmRsaPkEncPkcsIndexAsync.ucOutData:<<malloc 1>>
AhsmRsaPkEncPkcsIndexAsync.return:0x0
AhsmPkcs1PaddingType2.return:0
",return:0x0
SUT_Crypto_0162,AhsmRsaSkDecIndexAsync,SRB_Crypto_179,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"Crypto_Drv_PriParaCheck.RetVal[0]:0x31
AhsmRsaSkDecIndexAsync.pCtx:<<null>>
AhsmRsaSkDecIndexAsync.nIndex:0
AhsmRsaSkDecIndexAsync.nLen:0
AhsmRsaSkDecIndexAsync.ucData:<<null>>
AhsmRsaSkDecIndexAsync.pnOutLen:<<null>>
AhsmRsaSkDecIndexAsync.ucOutData:<<null>>
AhsmRsaSkDecIndexAsync.return:0x31
",return:0x31
